"","Year","Species","ESU","releases","biomass","source","index"
"797",2003,"Sockeye","Ozette Lake Sockeye Salmon ESU",228550,140842.16,"RMIS_10.29.24_https://www.rmpc.org/","2003 Sockeye Ozette Lake Sockeye Salmon ESU"
"798",2004,"Sockeye","Ozette Lake Sockeye Salmon ESU",117071,24965.21,"RMIS_10.29.24_https://www.rmpc.org/","2004 Sockeye Ozette Lake Sockeye Salmon ESU"
"799",2005,"Sockeye","Ozette Lake Sockeye Salmon ESU",231508,284891.67,"RMIS_10.29.24_https://www.rmpc.org/","2005 Sockeye Ozette Lake Sockeye Salmon ESU"
"800",2006,"Sockeye","Ozette Lake Sockeye Salmon ESU",170698,156078.24,"RMIS_10.29.24_https://www.rmpc.org/","2006 Sockeye Ozette Lake Sockeye Salmon ESU"
"801",2007,"Sockeye","Ozette Lake Sockeye Salmon ESU",95830,62262.43,"RMIS_10.29.24_https://www.rmpc.org/","2007 Sockeye Ozette Lake Sockeye Salmon ESU"
"802",2008,"Sockeye","Ozette Lake Sockeye Salmon ESU",50748,39862.18,"RMIS_10.29.24_https://www.rmpc.org/","2008 Sockeye Ozette Lake Sockeye Salmon ESU"
"803",2009,"Sockeye","Ozette Lake Sockeye Salmon ESU",242075,243950.23,"RMIS_10.29.24_https://www.rmpc.org/","2009 Sockeye Ozette Lake Sockeye Salmon ESU"
"804",2010,"Sockeye","Ozette Lake Sockeye Salmon ESU",168583,66035.91,"RMIS_10.29.24_https://www.rmpc.org/","2010 Sockeye Ozette Lake Sockeye Salmon ESU"
"805",2011,"Sockeye","Ozette Lake Sockeye Salmon ESU",124454,24890.8,"RMIS_10.29.24_https://www.rmpc.org/","2011 Sockeye Ozette Lake Sockeye Salmon ESU"
"806",2012,"Sockeye","Ozette Lake Sockeye Salmon ESU",113816,53275.16,"RMIS_10.29.24_https://www.rmpc.org/","2012 Sockeye Ozette Lake Sockeye Salmon ESU"
"807",2013,"Sockeye","Ozette Lake Sockeye Salmon ESU",276530,243933.43,"RMIS_10.29.24_https://www.rmpc.org/","2013 Sockeye Ozette Lake Sockeye Salmon ESU"
"808",2014,"Sockeye","Ozette Lake Sockeye Salmon ESU",191826,135856.99,"RMIS_10.29.24_https://www.rmpc.org/","2014 Sockeye Ozette Lake Sockeye Salmon ESU"
"809",2015,"Sockeye","Ozette Lake Sockeye Salmon ESU",222427,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Sockeye Ozette Lake Sockeye Salmon ESU"
"810",2016,"Sockeye","Ozette Lake Sockeye Salmon ESU",194647,41630.87,"RMIS_10.29.24_https://www.rmpc.org/","2016 Sockeye Ozette Lake Sockeye Salmon ESU"
"811",2017,"Sockeye","Ozette Lake Sockeye Salmon ESU",145925,45759.01,"RMIS_10.29.24_https://www.rmpc.org/","2017 Sockeye Ozette Lake Sockeye Salmon ESU"
"812",2018,"Sockeye","Ozette Lake Sockeye Salmon ESU",240983,41326.34,"RMIS_10.29.24_https://www.rmpc.org/","2018 Sockeye Ozette Lake Sockeye Salmon ESU"
"813",2019,"Sockeye","Ozette Lake Sockeye Salmon ESU",106000,26500,"RMIS_10.29.24_https://www.rmpc.org/","2019 Sockeye Ozette Lake Sockeye Salmon ESU"
"814",2021,"Sockeye","Ozette Lake Sockeye Salmon ESU",181613,100219.16,"RMIS_10.29.24_https://www.rmpc.org/","2021 Sockeye Ozette Lake Sockeye Salmon ESU"
"815",2022,"Sockeye","Ozette Lake Sockeye Salmon ESU",115484,113515.01,"RMIS_10.29.24_https://www.rmpc.org/","2022 Sockeye Ozette Lake Sockeye Salmon ESU"
"816",1990,"Chum","Pacific Coast Chum",835525,949619.95,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chum Pacific Coast Chum"
"817",1991,"Chum","Pacific Coast Chum",2197087,1748476.44,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chum Pacific Coast Chum"
"818",1992,"Chum","Pacific Coast Chum",1614349,1780476.36,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chum Pacific Coast Chum"
"819",1993,"Chum","Pacific Coast Chum",1376571,1567943.45,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chum Pacific Coast Chum"
"820",1994,"Chum","Pacific Coast Chum",2155546,1523851.02,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chum Pacific Coast Chum"
"821",1995,"Chum","Pacific Coast Chum",2155703,1976358.24,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chum Pacific Coast Chum"
"822",1996,"Chum","Pacific Coast Chum",1048658,1645417.9,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chum Pacific Coast Chum"
"823",1997,"Chum","Pacific Coast Chum",175168,221209.48,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chum Pacific Coast Chum"
"824",1998,"Chum","Pacific Coast Chum",453235,842648.3,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chum Pacific Coast Chum"
"825",1999,"Chum","Pacific Coast Chum",1764032,2340281.6,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chum Pacific Coast Chum"
"826",2000,"Chum","Pacific Coast Chum",664405,778516.2,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chum Pacific Coast Chum"
"827",2001,"Chum","Pacific Coast Chum",418761,584426.85,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chum Pacific Coast Chum"
"828",2002,"Chum","Pacific Coast Chum",1805185,1904199.85,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chum Pacific Coast Chum"
"829",2003,"Chum","Pacific Coast Chum",2640024,2347218.72,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chum Pacific Coast Chum"
"830",2004,"Chum","Pacific Coast Chum",1227937,1306665.69,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chum Pacific Coast Chum"
"831",2005,"Chum","Pacific Coast Chum",1772657,1494409.44,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chum Pacific Coast Chum"
"832",2006,"Chum","Pacific Coast Chum",1398875,1340081.23,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chum Pacific Coast Chum"
"833",2007,"Chum","Pacific Coast Chum",2204966,2356952.48,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chum Pacific Coast Chum"
"834",2008,"Chum","Pacific Coast Chum",857726,729064.12,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chum Pacific Coast Chum"
"835",2009,"Chum","Pacific Coast Chum",1807160,2170002.42,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chum Pacific Coast Chum"
"836",2010,"Chum","Pacific Coast Chum",2080021,1850073.08,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chum Pacific Coast Chum"
"837",2011,"Chum","Pacific Coast Chum",2150649,1801421.32,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chum Pacific Coast Chum"
"838",2012,"Chum","Pacific Coast Chum",2283411,1923865.99,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chum Pacific Coast Chum"
"839",2013,"Chum","Pacific Coast Chum",2824784,2169740.32,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chum Pacific Coast Chum"
"840",2014,"Chum","Pacific Coast Chum",3093802,50527305.3,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chum Pacific Coast Chum"
"841",2015,"Chum","Pacific Coast Chum",2538491,2580595.67,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chum Pacific Coast Chum"
"842",2016,"Chum","Pacific Coast Chum",3216034,3402291.04,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chum Pacific Coast Chum"
"843",2017,"Chum","Pacific Coast Chum",3810646,3741215.05,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chum Pacific Coast Chum"
"844",2018,"Chum","Pacific Coast Chum",3792228,3653991.16,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chum Pacific Coast Chum"
"845",2019,"Chum","Pacific Coast Chum",4727905,4693161.4,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chum Pacific Coast Chum"
"846",2020,"Chum","Pacific Coast Chum",4389841,5309009,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chum Pacific Coast Chum"
"847",2021,"Chum","Pacific Coast Chum",4479791,5569341.63,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chum Pacific Coast Chum"
"848",2022,"Chum","Pacific Coast Chum",4799042,5601899.94,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chum Pacific Coast Chum"
"849",2023,"Chum","Pacific Coast Chum",4993605,5049062.64,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chum Pacific Coast Chum"
"850",1990,"Chinook","Puget Sound Chinook Salmon ESU",75137266,625400181.32,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Puget Sound Chinook Salmon ESU"
"851",1991,"Chinook","Puget Sound Chinook Salmon ESU",62802195,558656106.98,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Puget Sound Chinook Salmon ESU"
"852",1992,"Chinook","Puget Sound Chinook Salmon ESU",59560364,492087253,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Puget Sound Chinook Salmon ESU"
"853",1993,"Chinook","Puget Sound Chinook Salmon ESU",48949665,463814507.06,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Puget Sound Chinook Salmon ESU"
"854",1994,"Chinook","Puget Sound Chinook Salmon ESU",44524952,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Puget Sound Chinook Salmon ESU"
"855",1995,"Chinook","Puget Sound Chinook Salmon ESU",56461582,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Puget Sound Chinook Salmon ESU"
"856",1996,"Chinook","Puget Sound Chinook Salmon ESU",54613474,538031473.68,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Puget Sound Chinook Salmon ESU"
"857",1997,"Chinook","Puget Sound Chinook Salmon ESU",58085494,NA,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Puget Sound Chinook Salmon ESU"
"858",1998,"Chinook","Puget Sound Chinook Salmon ESU",56444792,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Puget Sound Chinook Salmon ESU"
"859",1999,"Chinook","Puget Sound Chinook Salmon ESU",54023086,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Puget Sound Chinook Salmon ESU"
"860",2000,"Chinook","Puget Sound Chinook Salmon ESU",47842058,431568237.66,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Puget Sound Chinook Salmon ESU"
"861",2001,"Chinook","Puget Sound Chinook Salmon ESU",44802981,422837677.7,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Puget Sound Chinook Salmon ESU"
"862",2002,"Chinook","Puget Sound Chinook Salmon ESU",46388964,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Puget Sound Chinook Salmon ESU"
"863",2003,"Chinook","Puget Sound Chinook Salmon ESU",41993196,323919045.29,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Puget Sound Chinook Salmon ESU"
"864",2004,"Chinook","Puget Sound Chinook Salmon ESU",41792023,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Puget Sound Chinook Salmon ESU"
"865",2005,"Chinook","Puget Sound Chinook Salmon ESU",38530987,325893463.84,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Puget Sound Chinook Salmon ESU"
"866",2006,"Chinook","Puget Sound Chinook Salmon ESU",38253370,333123841.8,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Puget Sound Chinook Salmon ESU"
"867",2007,"Chinook","Puget Sound Chinook Salmon ESU",41214253,341037559.9,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Puget Sound Chinook Salmon ESU"
"868",2008,"Chinook","Puget Sound Chinook Salmon ESU",42114249,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Puget Sound Chinook Salmon ESU"
"869",2009,"Chinook","Puget Sound Chinook Salmon ESU",40869103,317735712.18,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Puget Sound Chinook Salmon ESU"
"870",2010,"Chinook","Puget Sound Chinook Salmon ESU",39636933,323790309.78,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Puget Sound Chinook Salmon ESU"
"871",2011,"Chinook","Puget Sound Chinook Salmon ESU",41473868,321432280.3,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Puget Sound Chinook Salmon ESU"
"872",2012,"Chinook","Puget Sound Chinook Salmon ESU",40048939,333505191.97,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Puget Sound Chinook Salmon ESU"
"873",2013,"Chinook","Puget Sound Chinook Salmon ESU",39228480,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Puget Sound Chinook Salmon ESU"
"874",2014,"Chinook","Puget Sound Chinook Salmon ESU",39767935,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Puget Sound Chinook Salmon ESU"
"875",2015,"Chinook","Puget Sound Chinook Salmon ESU",40717676,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Puget Sound Chinook Salmon ESU"
"876",2016,"Chinook","Puget Sound Chinook Salmon ESU",39923028,293181942.82,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Puget Sound Chinook Salmon ESU"
"877",2017,"Chinook","Puget Sound Chinook Salmon ESU",39631946,293038794.54,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Puget Sound Chinook Salmon ESU"
"878",2018,"Chinook","Puget Sound Chinook Salmon ESU",43917728,307145629.96,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Puget Sound Chinook Salmon ESU"
"879",2019,"Chinook","Puget Sound Chinook Salmon ESU",47496936,334414457.41,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Puget Sound Chinook Salmon ESU"
"880",2020,"Chinook","Puget Sound Chinook Salmon ESU",48204921,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Puget Sound Chinook Salmon ESU"
"881",2021,"Chinook","Puget Sound Chinook Salmon ESU",39226431,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Puget Sound Chinook Salmon ESU"
"882",2022,"Chinook","Puget Sound Chinook Salmon ESU",47987202,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Puget Sound Chinook Salmon ESU"
"883",2023,"Chinook","Puget Sound Chinook Salmon ESU",51541738,329692145.44,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chinook Puget Sound Chinook Salmon ESU"
"884",1990,"Steelhead","Puget Sound Steelhead DPS",1925778,245625299.53,"RMIS_10.29.24_https://www.rmpc.org/","1990 Steelhead Puget Sound Steelhead DPS"
"885",1991,"Steelhead","Puget Sound Steelhead DPS",1595971,110323629.23,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Puget Sound Steelhead DPS"
"886",1992,"Steelhead","Puget Sound Steelhead DPS",1477235,125152918.38,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Puget Sound Steelhead DPS"
"887",1993,"Steelhead","Puget Sound Steelhead DPS",2204318,154715158.16,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Puget Sound Steelhead DPS"
"888",1994,"Steelhead","Puget Sound Steelhead DPS",1780799,128791355.73,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Puget Sound Steelhead DPS"
"889",1995,"Steelhead","Puget Sound Steelhead DPS",1801789,135404432.96,"RMIS_10.29.24_https://www.rmpc.org/","1995 Steelhead Puget Sound Steelhead DPS"
"890",1996,"Steelhead","Puget Sound Steelhead DPS",2337163,174932075.79,"RMIS_10.29.24_https://www.rmpc.org/","1996 Steelhead Puget Sound Steelhead DPS"
"891",1997,"Steelhead","Puget Sound Steelhead DPS",1862792,123193403.17,"RMIS_10.29.24_https://www.rmpc.org/","1997 Steelhead Puget Sound Steelhead DPS"
"892",1998,"Steelhead","Puget Sound Steelhead DPS",3142716,168644967.19,"RMIS_10.29.24_https://www.rmpc.org/","1998 Steelhead Puget Sound Steelhead DPS"
"893",1999,"Steelhead","Puget Sound Steelhead DPS",2396398,152549685.49,"RMIS_10.29.24_https://www.rmpc.org/","1999 Steelhead Puget Sound Steelhead DPS"
"894",2000,"Steelhead","Puget Sound Steelhead DPS",2229729,157713149.87,"RMIS_10.29.24_https://www.rmpc.org/","2000 Steelhead Puget Sound Steelhead DPS"
"895",2001,"Steelhead","Puget Sound Steelhead DPS",2024481,145474194.11,"RMIS_10.29.24_https://www.rmpc.org/","2001 Steelhead Puget Sound Steelhead DPS"
"896",2002,"Steelhead","Puget Sound Steelhead DPS",2092142,153928957.83,"RMIS_10.29.24_https://www.rmpc.org/","2002 Steelhead Puget Sound Steelhead DPS"
"897",2003,"Steelhead","Puget Sound Steelhead DPS",2200680,174395175.23,"RMIS_10.29.24_https://www.rmpc.org/","2003 Steelhead Puget Sound Steelhead DPS"
"898",2004,"Steelhead","Puget Sound Steelhead DPS",2298110,169810836.7,"RMIS_10.29.24_https://www.rmpc.org/","2004 Steelhead Puget Sound Steelhead DPS"
"899",2005,"Steelhead","Puget Sound Steelhead DPS",2411990,186374066.17,"RMIS_10.29.24_https://www.rmpc.org/","2005 Steelhead Puget Sound Steelhead DPS"
"900",2006,"Steelhead","Puget Sound Steelhead DPS",2390141,179142096.97,"RMIS_10.29.24_https://www.rmpc.org/","2006 Steelhead Puget Sound Steelhead DPS"
"901",2007,"Steelhead","Puget Sound Steelhead DPS",2416249,169258642.71,"RMIS_10.29.24_https://www.rmpc.org/","2007 Steelhead Puget Sound Steelhead DPS"
"902",2008,"Steelhead","Puget Sound Steelhead DPS",2040750,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Steelhead Puget Sound Steelhead DPS"
"903",2009,"Steelhead","Puget Sound Steelhead DPS",2062184,134407098.98,"RMIS_10.29.24_https://www.rmpc.org/","2009 Steelhead Puget Sound Steelhead DPS"
"904",2010,"Steelhead","Puget Sound Steelhead DPS",1596942,120430688.16,"RMIS_10.29.24_https://www.rmpc.org/","2010 Steelhead Puget Sound Steelhead DPS"
"905",2011,"Steelhead","Puget Sound Steelhead DPS",1781053,115259167.08,"RMIS_10.29.24_https://www.rmpc.org/","2011 Steelhead Puget Sound Steelhead DPS"
"906",2012,"Steelhead","Puget Sound Steelhead DPS",1587290,108010536.97,"RMIS_10.29.24_https://www.rmpc.org/","2012 Steelhead Puget Sound Steelhead DPS"
"907",2013,"Steelhead","Puget Sound Steelhead DPS",1360841,100414669.77,"RMIS_10.29.24_https://www.rmpc.org/","2013 Steelhead Puget Sound Steelhead DPS"
"908",2014,"Steelhead","Puget Sound Steelhead DPS",1218300,98015681.74,"RMIS_10.29.24_https://www.rmpc.org/","2014 Steelhead Puget Sound Steelhead DPS"
"909",2015,"Steelhead","Puget Sound Steelhead DPS",988303,77523405.97,"RMIS_10.29.24_https://www.rmpc.org/","2015 Steelhead Puget Sound Steelhead DPS"
"910",2016,"Steelhead","Puget Sound Steelhead DPS",1099533,70693735.09,"RMIS_10.29.24_https://www.rmpc.org/","2016 Steelhead Puget Sound Steelhead DPS"
"911",2017,"Steelhead","Puget Sound Steelhead DPS",1092367,67704837.89,"RMIS_10.29.24_https://www.rmpc.org/","2017 Steelhead Puget Sound Steelhead DPS"
"912",2018,"Steelhead","Puget Sound Steelhead DPS",953640,57555895.2,"RMIS_10.29.24_https://www.rmpc.org/","2018 Steelhead Puget Sound Steelhead DPS"
"913",2019,"Steelhead","Puget Sound Steelhead DPS",1009157,64779326.94,"RMIS_10.29.24_https://www.rmpc.org/","2019 Steelhead Puget Sound Steelhead DPS"
"914",2020,"Steelhead","Puget Sound Steelhead DPS",720201,51056336.23,"RMIS_10.29.24_https://www.rmpc.org/","2020 Steelhead Puget Sound Steelhead DPS"
"915",2021,"Steelhead","Puget Sound Steelhead DPS",737352,52115033,"RMIS_10.29.24_https://www.rmpc.org/","2021 Steelhead Puget Sound Steelhead DPS"
"916",2022,"Steelhead","Puget Sound Steelhead DPS",795587,50996833.69,"RMIS_10.29.24_https://www.rmpc.org/","2022 Steelhead Puget Sound Steelhead DPS"
"917",2023,"Steelhead","Puget Sound Steelhead DPS",716626,39160689.79,"RMIS_10.29.24_https://www.rmpc.org/","2023 Steelhead Puget Sound Steelhead DPS"
"918",1990,"Chum","Puget Sound-Strait of Georgia Chum",115160073,NA,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chum Puget Sound-Strait of Georgia Chum"
"919",1991,"Chum","Puget Sound-Strait of Georgia Chum",132120903,NA,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chum Puget Sound-Strait of Georgia Chum"
"920",1992,"Chum","Puget Sound-Strait of Georgia Chum",109890321,NA,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chum Puget Sound-Strait of Georgia Chum"
"921",1993,"Chum","Puget Sound-Strait of Georgia Chum",147022691,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chum Puget Sound-Strait of Georgia Chum"
"922",1994,"Chum","Puget Sound-Strait of Georgia Chum",136636803,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chum Puget Sound-Strait of Georgia Chum"
"923",1995,"Chum","Puget Sound-Strait of Georgia Chum",123393603,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chum Puget Sound-Strait of Georgia Chum"
"924",1996,"Chum","Puget Sound-Strait of Georgia Chum",70948739,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chum Puget Sound-Strait of Georgia Chum"
"925",1997,"Chum","Puget Sound-Strait of Georgia Chum",51218769,NA,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chum Puget Sound-Strait of Georgia Chum"
"926",1998,"Chum","Puget Sound-Strait of Georgia Chum",82065281,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chum Puget Sound-Strait of Georgia Chum"
"927",1999,"Chum","Puget Sound-Strait of Georgia Chum",104786115,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chum Puget Sound-Strait of Georgia Chum"
"928",2000,"Chum","Puget Sound-Strait of Georgia Chum",71873890,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chum Puget Sound-Strait of Georgia Chum"
"929",2001,"Chum","Puget Sound-Strait of Georgia Chum",31304762,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chum Puget Sound-Strait of Georgia Chum"
"930",2002,"Chum","Puget Sound-Strait of Georgia Chum",99829173,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chum Puget Sound-Strait of Georgia Chum"
"931",2003,"Chum","Puget Sound-Strait of Georgia Chum",80888493,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chum Puget Sound-Strait of Georgia Chum"
"932",2004,"Chum","Puget Sound-Strait of Georgia Chum",63516186,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chum Puget Sound-Strait of Georgia Chum"
"933",2005,"Chum","Puget Sound-Strait of Georgia Chum",83247013,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chum Puget Sound-Strait of Georgia Chum"
"934",2006,"Chum","Puget Sound-Strait of Georgia Chum",52462067,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chum Puget Sound-Strait of Georgia Chum"
"935",2007,"Chum","Puget Sound-Strait of Georgia Chum",85250140,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chum Puget Sound-Strait of Georgia Chum"
"936",2008,"Chum","Puget Sound-Strait of Georgia Chum",63569200,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chum Puget Sound-Strait of Georgia Chum"
"937",2009,"Chum","Puget Sound-Strait of Georgia Chum",51602404,29600939.32,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chum Puget Sound-Strait of Georgia Chum"
"938",2010,"Chum","Puget Sound-Strait of Georgia Chum",46325975,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chum Puget Sound-Strait of Georgia Chum"
"939",2011,"Chum","Puget Sound-Strait of Georgia Chum",43957756,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chum Puget Sound-Strait of Georgia Chum"
"940",2012,"Chum","Puget Sound-Strait of Georgia Chum",92301247,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chum Puget Sound-Strait of Georgia Chum"
"941",2013,"Chum","Puget Sound-Strait of Georgia Chum",92795525,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chum Puget Sound-Strait of Georgia Chum"
"942",2014,"Chum","Puget Sound-Strait of Georgia Chum",71401987,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chum Puget Sound-Strait of Georgia Chum"
"943",2015,"Chum","Puget Sound-Strait of Georgia Chum",38498377,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chum Puget Sound-Strait of Georgia Chum"
"944",2016,"Chum","Puget Sound-Strait of Georgia Chum",53849967,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chum Puget Sound-Strait of Georgia Chum"
"945",2017,"Chum","Puget Sound-Strait of Georgia Chum",97252885,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chum Puget Sound-Strait of Georgia Chum"
"946",2018,"Chum","Puget Sound-Strait of Georgia Chum",48912170,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chum Puget Sound-Strait of Georgia Chum"
"947",2019,"Chum","Puget Sound-Strait of Georgia Chum",30960815,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chum Puget Sound-Strait of Georgia Chum"
"948",2020,"Chum","Puget Sound-Strait of Georgia Chum",20245587,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chum Puget Sound-Strait of Georgia Chum"
"949",2021,"Chum","Puget Sound-Strait of Georgia Chum",31082073,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chum Puget Sound-Strait of Georgia Chum"
"950",2022,"Chum","Puget Sound-Strait of Georgia Chum",28825397,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chum Puget Sound-Strait of Georgia Chum"
"951",2023,"Chum","Puget Sound-Strait of Georgia Chum",23588532,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Chum Puget Sound-Strait of Georgia Chum"
"952",1989,"Coho","Puget Sound-Strait of Georgia Coho",34171,NA,"RMIS_10.29.24_https://www.rmpc.org/","1989 Coho Puget Sound-Strait of Georgia Coho"
"953",1990,"Coho","Puget Sound-Strait of Georgia Coho",21489976,NA,"RMIS_10.29.24_https://www.rmpc.org/","1990 Coho Puget Sound-Strait of Georgia Coho"
"954",1991,"Coho","Puget Sound-Strait of Georgia Coho",21960657,NA,"RMIS_10.29.24_https://www.rmpc.org/","1991 Coho Puget Sound-Strait of Georgia Coho"
"955",1992,"Coho","Puget Sound-Strait of Georgia Coho",30801238,NA,"RMIS_10.29.24_https://www.rmpc.org/","1992 Coho Puget Sound-Strait of Georgia Coho"
"956",1993,"Coho","Puget Sound-Strait of Georgia Coho",23656524,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Coho Puget Sound-Strait of Georgia Coho"
"957",1994,"Coho","Puget Sound-Strait of Georgia Coho",24344463,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Coho Puget Sound-Strait of Georgia Coho"
"958",1995,"Coho","Puget Sound-Strait of Georgia Coho",25735925,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Coho Puget Sound-Strait of Georgia Coho"
"959",1996,"Coho","Puget Sound-Strait of Georgia Coho",21966815,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Coho Puget Sound-Strait of Georgia Coho"
"960",1997,"Coho","Puget Sound-Strait of Georgia Coho",19571207,NA,"RMIS_10.29.24_https://www.rmpc.org/","1997 Coho Puget Sound-Strait of Georgia Coho"
