"","Year","Species","ESU","releases","biomass","source","index"
"501",2011,"Coho","Lower Columbia River Coho Salmon ESU",12455539,381227148.37,"RMIS_10.29.24_https://www.rmpc.org/","2011 Coho Lower Columbia River Coho Salmon ESU"
"502",2012,"Coho","Lower Columbia River Coho Salmon ESU",11593567,323865899.99,"RMIS_10.29.24_https://www.rmpc.org/","2012 Coho Lower Columbia River Coho Salmon ESU"
"503",2013,"Coho","Lower Columbia River Coho Salmon ESU",11395843,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Coho Lower Columbia River Coho Salmon ESU"
"504",2014,"Coho","Lower Columbia River Coho Salmon ESU",12844683,348993253.9,"RMIS_10.29.24_https://www.rmpc.org/","2014 Coho Lower Columbia River Coho Salmon ESU"
"505",2015,"Coho","Lower Columbia River Coho Salmon ESU",12113931,330471766.52,"RMIS_10.29.24_https://www.rmpc.org/","2015 Coho Lower Columbia River Coho Salmon ESU"
"506",2016,"Coho","Lower Columbia River Coho Salmon ESU",12061741,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Coho Lower Columbia River Coho Salmon ESU"
"507",2017,"Coho","Lower Columbia River Coho Salmon ESU",11198428,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Coho Lower Columbia River Coho Salmon ESU"
"508",2018,"Coho","Lower Columbia River Coho Salmon ESU",12385023,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Coho Lower Columbia River Coho Salmon ESU"
"509",2019,"Coho","Lower Columbia River Coho Salmon ESU",10782005,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Coho Lower Columbia River Coho Salmon ESU"
"510",2020,"Coho","Lower Columbia River Coho Salmon ESU",10644444,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Coho Lower Columbia River Coho Salmon ESU"
"511",2021,"Coho","Lower Columbia River Coho Salmon ESU",10376385,312825362.05,"RMIS_10.29.24_https://www.rmpc.org/","2021 Coho Lower Columbia River Coho Salmon ESU"
"512",2022,"Coho","Lower Columbia River Coho Salmon ESU",10040574,295381978.51,"RMIS_10.29.24_https://www.rmpc.org/","2022 Coho Lower Columbia River Coho Salmon ESU"
"513",2023,"Coho","Lower Columbia River Coho Salmon ESU",11071700,338862728.77,"RMIS_10.29.24_https://www.rmpc.org/","2023 Coho Lower Columbia River Coho Salmon ESU"
"514",1990,"Steelhead","Lower Columbia River Steelhead DPS",4447380,352247156.9,"RMIS_10.29.24_https://www.rmpc.org/","1990 Steelhead Lower Columbia River Steelhead DPS"
"515",1991,"Steelhead","Lower Columbia River Steelhead DPS",5040846,397230120.79,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Lower Columbia River Steelhead DPS"
"516",1992,"Steelhead","Lower Columbia River Steelhead DPS",5001511,NA,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Lower Columbia River Steelhead DPS"
"517",1993,"Steelhead","Lower Columbia River Steelhead DPS",4766510,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Lower Columbia River Steelhead DPS"
"518",1994,"Steelhead","Lower Columbia River Steelhead DPS",4643934,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Lower Columbia River Steelhead DPS"
"519",1995,"Steelhead","Lower Columbia River Steelhead DPS",4874080,332637133.89,"RMIS_10.29.24_https://www.rmpc.org/","1995 Steelhead Lower Columbia River Steelhead DPS"
"520",1996,"Steelhead","Lower Columbia River Steelhead DPS",4328845,294224845.75,"RMIS_10.29.24_https://www.rmpc.org/","1996 Steelhead Lower Columbia River Steelhead DPS"
"521",1997,"Steelhead","Lower Columbia River Steelhead DPS",5259030,332714167.64,"RMIS_10.29.24_https://www.rmpc.org/","1997 Steelhead Lower Columbia River Steelhead DPS"
"522",1998,"Steelhead","Lower Columbia River Steelhead DPS",5245094,355550453.56,"RMIS_10.29.24_https://www.rmpc.org/","1998 Steelhead Lower Columbia River Steelhead DPS"
"523",1999,"Steelhead","Lower Columbia River Steelhead DPS",5141870,358119139,"RMIS_10.29.24_https://www.rmpc.org/","1999 Steelhead Lower Columbia River Steelhead DPS"
"524",2000,"Steelhead","Lower Columbia River Steelhead DPS",3368113,268416615.04,"RMIS_10.29.24_https://www.rmpc.org/","2000 Steelhead Lower Columbia River Steelhead DPS"
"525",2001,"Steelhead","Lower Columbia River Steelhead DPS",5255324,336943213.4,"RMIS_10.29.24_https://www.rmpc.org/","2001 Steelhead Lower Columbia River Steelhead DPS"
"526",2002,"Steelhead","Lower Columbia River Steelhead DPS",4525730,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Steelhead Lower Columbia River Steelhead DPS"
"527",2003,"Steelhead","Lower Columbia River Steelhead DPS",3401859,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Steelhead Lower Columbia River Steelhead DPS"
"528",2004,"Steelhead","Lower Columbia River Steelhead DPS",3520319,282350738.18,"RMIS_10.29.24_https://www.rmpc.org/","2004 Steelhead Lower Columbia River Steelhead DPS"
"529",2005,"Steelhead","Lower Columbia River Steelhead DPS",3074969,255066790.9,"RMIS_10.29.24_https://www.rmpc.org/","2005 Steelhead Lower Columbia River Steelhead DPS"
"530",2006,"Steelhead","Lower Columbia River Steelhead DPS",3771634,282985210.24,"RMIS_10.29.24_https://www.rmpc.org/","2006 Steelhead Lower Columbia River Steelhead DPS"
"531",2007,"Steelhead","Lower Columbia River Steelhead DPS",3944080,280740776.33,"RMIS_10.29.24_https://www.rmpc.org/","2007 Steelhead Lower Columbia River Steelhead DPS"
"532",2008,"Steelhead","Lower Columbia River Steelhead DPS",4321596,274455960.27,"RMIS_10.29.24_https://www.rmpc.org/","2008 Steelhead Lower Columbia River Steelhead DPS"
"533",2009,"Steelhead","Lower Columbia River Steelhead DPS",3778461,265396838.58,"RMIS_10.29.24_https://www.rmpc.org/","2009 Steelhead Lower Columbia River Steelhead DPS"
"534",2010,"Steelhead","Lower Columbia River Steelhead DPS",3850441,303637172.47,"RMIS_10.29.24_https://www.rmpc.org/","2010 Steelhead Lower Columbia River Steelhead DPS"
"535",2011,"Steelhead","Lower Columbia River Steelhead DPS",3433829,273769052.13,"RMIS_10.29.24_https://www.rmpc.org/","2011 Steelhead Lower Columbia River Steelhead DPS"
"536",2012,"Steelhead","Lower Columbia River Steelhead DPS",3370155,259336187.62,"RMIS_10.29.24_https://www.rmpc.org/","2012 Steelhead Lower Columbia River Steelhead DPS"
"537",2013,"Steelhead","Lower Columbia River Steelhead DPS",3518748,269898341.82,"RMIS_10.29.24_https://www.rmpc.org/","2013 Steelhead Lower Columbia River Steelhead DPS"
"538",2014,"Steelhead","Lower Columbia River Steelhead DPS",3634455,279354662.89,"RMIS_10.29.24_https://www.rmpc.org/","2014 Steelhead Lower Columbia River Steelhead DPS"
"539",2015,"Steelhead","Lower Columbia River Steelhead DPS",3029987,235610022.95,"RMIS_10.29.24_https://www.rmpc.org/","2015 Steelhead Lower Columbia River Steelhead DPS"
"540",2016,"Steelhead","Lower Columbia River Steelhead DPS",2825939,207896985.21,"RMIS_10.29.24_https://www.rmpc.org/","2016 Steelhead Lower Columbia River Steelhead DPS"
"541",2017,"Steelhead","Lower Columbia River Steelhead DPS",3404335,243947764.55,"RMIS_10.29.24_https://www.rmpc.org/","2017 Steelhead Lower Columbia River Steelhead DPS"
"542",2018,"Steelhead","Lower Columbia River Steelhead DPS",3263082,249967169.69,"RMIS_10.29.24_https://www.rmpc.org/","2018 Steelhead Lower Columbia River Steelhead DPS"
"543",2019,"Steelhead","Lower Columbia River Steelhead DPS",3241775,245286722.7,"RMIS_10.29.24_https://www.rmpc.org/","2019 Steelhead Lower Columbia River Steelhead DPS"
"544",2020,"Steelhead","Lower Columbia River Steelhead DPS",3450717,237408661.8,"RMIS_10.29.24_https://www.rmpc.org/","2020 Steelhead Lower Columbia River Steelhead DPS"
"545",2021,"Steelhead","Lower Columbia River Steelhead DPS",3273113,247195467.13,"RMIS_10.29.24_https://www.rmpc.org/","2021 Steelhead Lower Columbia River Steelhead DPS"
"546",2022,"Steelhead","Lower Columbia River Steelhead DPS",3451806,257909518.67,"RMIS_10.29.24_https://www.rmpc.org/","2022 Steelhead Lower Columbia River Steelhead DPS"
"547",2023,"Steelhead","Lower Columbia River Steelhead DPS",3196725,239036296.9,"RMIS_10.29.24_https://www.rmpc.org/","2023 Steelhead Lower Columbia River Steelhead DPS"
"548",1990,"Steelhead","Middle Columbia River Steelhead DPS",901995,84406481.24,"RMIS_10.29.24_https://www.rmpc.org/","1990 Steelhead Middle Columbia River Steelhead DPS"
"549",1991,"Steelhead","Middle Columbia River Steelhead DPS",1018004,97490888.17,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Middle Columbia River Steelhead DPS"
"550",1992,"Steelhead","Middle Columbia River Steelhead DPS",858001,80374702.63,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Middle Columbia River Steelhead DPS"
"551",1993,"Steelhead","Middle Columbia River Steelhead DPS",851074,73723094.65,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Middle Columbia River Steelhead DPS"
"552",1994,"Steelhead","Middle Columbia River Steelhead DPS",886907,86645533.81,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Middle Columbia River Steelhead DPS"
"553",1995,"Steelhead","Middle Columbia River Steelhead DPS",858938,88125526.11,"RMIS_10.29.24_https://www.rmpc.org/","1995 Steelhead Middle Columbia River Steelhead DPS"
"554",1996,"Steelhead","Middle Columbia River Steelhead DPS",926491,90069771.84,"RMIS_10.29.24_https://www.rmpc.org/","1996 Steelhead Middle Columbia River Steelhead DPS"
"555",1997,"Steelhead","Middle Columbia River Steelhead DPS",755282,66289753.84,"RMIS_10.29.24_https://www.rmpc.org/","1997 Steelhead Middle Columbia River Steelhead DPS"
"556",1998,"Steelhead","Middle Columbia River Steelhead DPS",735660,67605786.53,"RMIS_10.29.24_https://www.rmpc.org/","1998 Steelhead Middle Columbia River Steelhead DPS"
"557",1999,"Steelhead","Middle Columbia River Steelhead DPS",712497,67242814.14,"RMIS_10.29.24_https://www.rmpc.org/","1999 Steelhead Middle Columbia River Steelhead DPS"
"558",2000,"Steelhead","Middle Columbia River Steelhead DPS",562348,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Steelhead Middle Columbia River Steelhead DPS"
"559",2001,"Steelhead","Middle Columbia River Steelhead DPS",651725,73374999.86,"RMIS_10.29.24_https://www.rmpc.org/","2001 Steelhead Middle Columbia River Steelhead DPS"
"560",2002,"Steelhead","Middle Columbia River Steelhead DPS",687902,68509579.14,"RMIS_10.29.24_https://www.rmpc.org/","2002 Steelhead Middle Columbia River Steelhead DPS"
"561",2003,"Steelhead","Middle Columbia River Steelhead DPS",635492,65224472.45,"RMIS_10.29.24_https://www.rmpc.org/","2003 Steelhead Middle Columbia River Steelhead DPS"
"562",2004,"Steelhead","Middle Columbia River Steelhead DPS",630763,67198166.79,"RMIS_10.29.24_https://www.rmpc.org/","2004 Steelhead Middle Columbia River Steelhead DPS"
"563",2005,"Steelhead","Middle Columbia River Steelhead DPS",683802,67925879.48,"RMIS_10.29.24_https://www.rmpc.org/","2005 Steelhead Middle Columbia River Steelhead DPS"
"564",2006,"Steelhead","Middle Columbia River Steelhead DPS",703337,67998149.27,"RMIS_10.29.24_https://www.rmpc.org/","2006 Steelhead Middle Columbia River Steelhead DPS"
"565",2007,"Steelhead","Middle Columbia River Steelhead DPS",652702,64818768.34,"RMIS_10.29.24_https://www.rmpc.org/","2007 Steelhead Middle Columbia River Steelhead DPS"
"566",2008,"Steelhead","Middle Columbia River Steelhead DPS",1198494,63679148.98,"RMIS_10.29.24_https://www.rmpc.org/","2008 Steelhead Middle Columbia River Steelhead DPS"
"567",2009,"Steelhead","Middle Columbia River Steelhead DPS",1751423,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Steelhead Middle Columbia River Steelhead DPS"
"568",2010,"Steelhead","Middle Columbia River Steelhead DPS",1669837,84611617.8,"RMIS_10.29.24_https://www.rmpc.org/","2010 Steelhead Middle Columbia River Steelhead DPS"
"569",2011,"Steelhead","Middle Columbia River Steelhead DPS",1536475,83958019.21,"RMIS_10.29.24_https://www.rmpc.org/","2011 Steelhead Middle Columbia River Steelhead DPS"
"570",2012,"Steelhead","Middle Columbia River Steelhead DPS",1289619,69488551.46,"RMIS_10.29.24_https://www.rmpc.org/","2012 Steelhead Middle Columbia River Steelhead DPS"
"571",2013,"Steelhead","Middle Columbia River Steelhead DPS",1271149,63911038.99,"RMIS_10.29.24_https://www.rmpc.org/","2013 Steelhead Middle Columbia River Steelhead DPS"
"572",2014,"Steelhead","Middle Columbia River Steelhead DPS",1572096,89480435.2,"RMIS_10.29.24_https://www.rmpc.org/","2014 Steelhead Middle Columbia River Steelhead DPS"
"573",2015,"Steelhead","Middle Columbia River Steelhead DPS",1625894,88064769.76,"RMIS_10.29.24_https://www.rmpc.org/","2015 Steelhead Middle Columbia River Steelhead DPS"
"574",2016,"Steelhead","Middle Columbia River Steelhead DPS",1004938,90873640.55,"RMIS_10.29.24_https://www.rmpc.org/","2016 Steelhead Middle Columbia River Steelhead DPS"
"575",2017,"Steelhead","Middle Columbia River Steelhead DPS",709087,72764620.4,"RMIS_10.29.24_https://www.rmpc.org/","2017 Steelhead Middle Columbia River Steelhead DPS"
"576",2018,"Steelhead","Middle Columbia River Steelhead DPS",792049,75378894.58,"RMIS_10.29.24_https://www.rmpc.org/","2018 Steelhead Middle Columbia River Steelhead DPS"
"577",2019,"Steelhead","Middle Columbia River Steelhead DPS",824664,72807927.45,"RMIS_10.29.24_https://www.rmpc.org/","2019 Steelhead Middle Columbia River Steelhead DPS"
"578",2020,"Steelhead","Middle Columbia River Steelhead DPS",666379,60441948.5,"RMIS_10.29.24_https://www.rmpc.org/","2020 Steelhead Middle Columbia River Steelhead DPS"
"579",2021,"Steelhead","Middle Columbia River Steelhead DPS",837665,82238387.72,"RMIS_10.29.24_https://www.rmpc.org/","2021 Steelhead Middle Columbia River Steelhead DPS"
"580",2022,"Steelhead","Middle Columbia River Steelhead DPS",742034,69927228.35,"RMIS_10.29.24_https://www.rmpc.org/","2022 Steelhead Middle Columbia River Steelhead DPS"
"581",2023,"Steelhead","Middle Columbia River Steelhead DPS",731693,66712422.72,"RMIS_10.29.24_https://www.rmpc.org/","2023 Steelhead Middle Columbia River Steelhead DPS"
"582",1990,"Steelhead","Northern California steelhead",1130156,49835988.08,"RMIS_10.29.24_https://www.rmpc.org/","1990 Steelhead Northern California steelhead"
"583",1991,"Steelhead","Northern California steelhead",670684,47426127.53,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Northern California steelhead"
"584",1992,"Steelhead","Northern California steelhead",1610134,53624725.72,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Northern California steelhead"
"585",1993,"Steelhead","Northern California steelhead",816590,40243317.5,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Northern California steelhead"
"586",1994,"Steelhead","Northern California steelhead",1500145,49916463.4,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Northern California steelhead"
"598",1990,"Pink","Odd-year Pink",16632959,NA,"RMIS_10.29.24_https://www.rmpc.org/","1990 Pink Odd-year Pink"
"599",1991,"Pink","Odd-year Pink",85230505,19351457.31,"RMIS_10.29.24_https://www.rmpc.org/","1991 Pink Odd-year Pink"
"600",1992,"Pink","Odd-year Pink",26054271,NA,"RMIS_10.29.24_https://www.rmpc.org/","1992 Pink Odd-year Pink"
"601",1993,"Pink","Odd-year Pink",14825487,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Pink Odd-year Pink"
"602",1994,"Pink","Odd-year Pink",12238249,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Pink Odd-year Pink"
"603",1995,"Pink","Odd-year Pink",10557311,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Pink Odd-year Pink"
"604",1996,"Pink","Odd-year Pink",12607442,3943641.5,"RMIS_10.29.24_https://www.rmpc.org/","1996 Pink Odd-year Pink"
"605",1997,"Pink","Odd-year Pink",11276147,4317119.86,"RMIS_10.29.24_https://www.rmpc.org/","1997 Pink Odd-year Pink"
"606",1998,"Pink","Odd-year Pink",14163737,5695368.84,"RMIS_10.29.24_https://www.rmpc.org/","1998 Pink Odd-year Pink"
"607",1999,"Pink","Odd-year Pink",13745271,2956586.01,"RMIS_10.29.24_https://www.rmpc.org/","1999 Pink Odd-year Pink"
"608",2000,"Pink","Odd-year Pink",15398260,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Pink Odd-year Pink"
"609",2001,"Pink","Odd-year Pink",13727536,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Pink Odd-year Pink"
"610",2002,"Pink","Odd-year Pink",19337079,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Pink Odd-year Pink"
"611",2003,"Pink","Odd-year Pink",15323269,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Pink Odd-year Pink"
"612",2004,"Pink","Odd-year Pink",15979822,4047171.81,"RMIS_10.29.24_https://www.rmpc.org/","2004 Pink Odd-year Pink"
"613",2005,"Pink","Odd-year Pink",10722956,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Pink Odd-year Pink"
"614",2006,"Pink","Odd-year Pink",19248022,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Pink Odd-year Pink"
"615",2007,"Pink","Odd-year Pink",10745575,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Pink Odd-year Pink"
"616",2008,"Pink","Odd-year Pink",21715324,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Pink Odd-year Pink"
"617",2009,"Pink","Odd-year Pink",14149327,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Pink Odd-year Pink"
"618",2010,"Pink","Odd-year Pink",25095097,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Pink Odd-year Pink"
"619",2011,"Pink","Odd-year Pink",14251308,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Pink Odd-year Pink"
"620",2012,"Pink","Odd-year Pink",23338984,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Pink Odd-year Pink"
"621",2013,"Pink","Odd-year Pink",10882352,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Pink Odd-year Pink"
"622",2014,"Pink","Odd-year Pink",22405879,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Pink Odd-year Pink"
"623",2015,"Pink","Odd-year Pink",8630993,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Pink Odd-year Pink"
"624",2016,"Pink","Odd-year Pink",11635876,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Pink Odd-year Pink"
"625",2017,"Pink","Odd-year Pink",11044336,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Pink Odd-year Pink"
"626",2018,"Pink","Odd-year Pink",14216525,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Pink Odd-year Pink"
"627",2019,"Pink","Odd-year Pink",9339422,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Pink Odd-year Pink"
"628",2020,"Pink","Odd-year Pink",9244744,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Pink Odd-year Pink"
"629",2021,"Pink","Odd-year Pink",6414656,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Pink Odd-year Pink"
"630",2022,"Pink","Odd-year Pink",7973235,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Pink Odd-year Pink"
"631",2023,"Pink","Odd-year Pink",5204408,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Pink Odd-year Pink"
"632",1993,"Sockeye","Okanogan River Sockeye",38200,40874,"RMIS_10.29.24_https://www.rmpc.org/","1993 Sockeye Okanogan River Sockeye"
"633",2004,"Sockeye","Okanogan River Sockeye",352500,292575,"RMIS_10.29.24_https://www.rmpc.org/","2004 Sockeye Okanogan River Sockeye"
"634",2005,"Sockeye","Okanogan River Sockeye",1205500,1398380,"RMIS_10.29.24_https://www.rmpc.org/","2005 Sockeye Okanogan River Sockeye"
"635",2006,"Sockeye","Okanogan River Sockeye",1384000,1951440,"RMIS_10.29.24_https://www.rmpc.org/","2006 Sockeye Okanogan River Sockeye"
