"","name","trend","Species","ESU","pop"
"260","Coho_Olympic Peninsula Coho_Salmon River Coho-",-0.0984311722568457,"Coho","Olympic Peninsula Coho","Salmon River Coho-"
"261","Coho_Olympic Peninsula Coho_Salt Creek Coho-",0.0167273052898352,"Coho","Olympic Peninsula Coho","Salt Creek Coho-"
"262","Coho_Olympic Peninsula Coho_Sekiu/Sail Coho-",0.00311989012764407,"Coho","Olympic Peninsula Coho","Sekiu/Sail Coho-"
"263","Coho_Olympic Peninsula Coho_Sol Duc Fall Coho-",-0.0393484310421673,"Coho","Olympic Peninsula Coho","Sol Duc Fall Coho-"
"264","Coho_Olympic Peninsula Coho_Sol Duc Summer Coho-",-0.0135397645735648,"Coho","Olympic Peninsula Coho","Sol Duc Summer Coho-"
"265","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Alsea River",0.074240293178776,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Alsea River"
"266","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Beaver Creek",0.004012691275511,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Beaver Creek"
"267","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Coos River",0.00417381817366098,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Coos River"
"268","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Coquille River",0.0291534697964048,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Coquille River"
"269","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Floras/New River",-0.00672510896474477,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Floras/New River"
"270","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Lower Umpqua River",0.0249424959088357,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Lower Umpqua River"
"271","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Middle Umpqua River",0.00516306905497381,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Middle Umpqua River"
"272","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Necanicum River",0.0205527581603227,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Necanicum River"
"273","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Nehalem River",0.0179782269378612,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Nehalem River"
"274","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Nestucca River",0.0425384304304058,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Nestucca River"
"275","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - North Umpqua River",-0.030469756358528,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - North Umpqua River"
"276","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Salmon River",-0.0213944789613109,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Salmon River"
"277","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Siletz River",0.0898143587173417,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Siletz River"
"278","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Siltcoos Lake",-0.0317783176281613,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Siltcoos Lake"
"279","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Siuslaw River",0.038054269720548,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Siuslaw River"
"280","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Sixes River",-0.000540788329207267,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Sixes River"
"281","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - South Umpqua River",-0.00399788846055465,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - South Umpqua River"
"282","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Tahkenitch Lake",-0.0150792646650948,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Tahkenitch Lake"
"283","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Tenmile Lake",-0.0321992653801779,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Tenmile Lake"
"284","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Tillamook Bay",0.0616084332468888,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Tillamook Bay"
"285","Coho_Oregon Coast Coho Salmon ESU_Coho Salmon (Oregon Coast ESU) - Yaquina River",0.0336820128747679,"Coho","Oregon Coast Coho Salmon ESU","Coho Salmon (Oregon Coast ESU) - Yaquina River"
"286","Coho_Puget Sound-Strait of Georgia Coho_Chambers Creek Coho-",-0.179615040238102,"Coho","Puget Sound-Strait of Georgia Coho","Chambers Creek Coho-"
"287","Coho_Puget Sound-Strait of Georgia Coho_Chimacum Creek Coho-",-0.071198301234345,"Coho","Puget Sound-Strait of Georgia Coho","Chimacum Creek Coho-"
"288","Coho_Puget Sound-Strait of Georgia Coho_Deep South Sound Tribs Coho-",0.0146325723566464,"Coho","Puget Sound-Strait of Georgia Coho","Deep South Sound Tribs Coho-"
"289","Coho_Puget Sound-Strait of Georgia Coho_Deschutes Coho-",0.0245066475515756,"Coho","Puget Sound-Strait of Georgia Coho","Deschutes Coho-"
"290","Coho_Puget Sound-Strait of Georgia Coho_Discovery Bay Coho-",0.11979907288087,"Coho","Puget Sound-Strait of Georgia Coho","Discovery Bay Coho-"
"291","Coho_Puget Sound-Strait of Georgia Coho_East Kitsap Coho-",-0.0558318245099568,"Coho","Puget Sound-Strait of Georgia Coho","East Kitsap Coho-"
"292","Coho_Puget Sound-Strait of Georgia Coho_Green River/Soos Creek Coho-",-0.0282750640112129,"Coho","Puget Sound-Strait of Georgia Coho","Green River/Soos Creek Coho-"
"293","Coho_Puget Sound-Strait of Georgia Coho_Morse Creek Coho-",0.0415668219245482,"Coho","Puget Sound-Strait of Georgia Coho","Morse Creek Coho-"
"294","Coho_Puget Sound-Strait of Georgia Coho_Nisqually Coho-",-0.104027340385068,"Coho","Puget Sound-Strait of Georgia Coho","Nisqually Coho-"
"295","Coho_Puget Sound-Strait of Georgia Coho_Nooksack Coho-",-0.0394379691088976,"Coho","Puget Sound-Strait of Georgia Coho","Nooksack Coho-"
"296","Coho_Puget Sound-Strait of Georgia Coho_Northeast Hood Canal Coho-",-0.0766985817416499,"Coho","Puget Sound-Strait of Georgia Coho","Northeast Hood Canal Coho-"
"297","Coho_Puget Sound-Strait of Georgia Coho_Quilcene/Dabob Bays Coho-",-0.062204698051379,"Coho","Puget Sound-Strait of Georgia Coho","Quilcene/Dabob Bays Coho-"
"298","Coho_Puget Sound-Strait of Georgia Coho_Samish Coho-",-0.133383442407676,"Coho","Puget Sound-Strait of Georgia Coho","Samish Coho-"
"299","Coho_Puget Sound-Strait of Georgia Coho_Sequim Bay Coho-",-0.0157428470284018,"Coho","Puget Sound-Strait of Georgia Coho","Sequim Bay Coho-"
"300","Coho_Puget Sound-Strait of Georgia Coho_Skagit Coho-",-0.0304927800540793,"Coho","Puget Sound-Strait of Georgia Coho","Skagit Coho-"
"301","Coho_Puget Sound-Strait of Georgia Coho_Snohomish Coho-",-0.0489604335956889,"Coho","Puget Sound-Strait of Georgia Coho","Snohomish Coho-"
"302","Coho_Puget Sound-Strait of Georgia Coho_South Fork Skykomish Coho-",-0.0479012309092649,"Coho","Puget Sound-Strait of Georgia Coho","South Fork Skykomish Coho-"
"303","Coho_Puget Sound-Strait of Georgia Coho_Stillaguamish Coho-",-0.0139564762273077,"Coho","Puget Sound-Strait of Georgia Coho","Stillaguamish Coho-"
"304","Coho_Puget Sound-Strait of Georgia Coho_White River (Puyallup) Coho-",0.0681971745038766,"Coho","Puget Sound-Strait of Georgia Coho","White River (Puyallup) Coho-"
"305","Coho_So Oregon - Northern CA coho_elkriv.coho",0.077306188777799,"Coho","So Oregon - Northern CA coho","elkriv.coho"
"306","Coho_So Oregon - Northern CA coho_humboldtbay_freshwatercrk.coho",-0.0139210699657789,"Coho","So Oregon - Northern CA coho","humboldtbay"
"307","Coho_So Oregon - Northern CA coho_rogueriv.coho",0.0112669065445994,"Coho","So Oregon - Northern CA coho","rogueriv.coho"
"308","Coho_So Oregon - Northern CA coho_scottriv.coho",-0.0302228117530145,"Coho","So Oregon - Northern CA coho","scottriv.coho"
"309","Coho_So Oregon - Northern CA coho_shastariv.coho",-0.0696263027503546,"Coho","So Oregon - Northern CA coho","shastariv.coho"
"310","Coho_Washington Coast Coho_Bear River Coho",0.036794193800831,"Coho","Washington Coast Coho","Bear River Coho"
"311","Coho_Washington Coast Coho_Chehalis Coho",0.00670782176259577,"Coho","Washington Coast Coho","Chehalis Coho"
"312","Coho_Washington Coast Coho_Hoquiam Coho",-0.0276427077696691,"Coho","Washington Coast Coho","Hoquiam Coho"
"313","Coho_Washington Coast Coho_Humptulips Coho",-0.0599785354848588,"Coho","Washington Coast Coho","Humptulips Coho"
"314","Coho_Washington Coast Coho_Naselle Coho",0.00468819669537895,"Coho","Washington Coast Coho","Naselle Coho"
"315","Coho_Washington Coast Coho_Nemah Coho",-0.0356836794927924,"Coho","Washington Coast Coho","Nemah Coho"
"316","Coho_Washington Coast Coho_North River/Smith Creek Coho",0.00104120989448343,"Coho","Washington Coast Coho","North River/Smith Creek Coho"
"317","Coho_Washington Coast Coho_Palix/Niawiakum Coho",0.0102524755945081,"Coho","Washington Coast Coho","Palix/Niawiakum Coho"
"318","Coho_Washington Coast Coho_Satsop Coho",-0.00457122883907429,"Coho","Washington Coast Coho","Satsop Coho"
"319","Coho_Washington Coast Coho_South Bay Coho",0.0176280879341965,"Coho","Washington Coast Coho","South Bay Coho"
"320","Coho_Washington Coast Coho_Willapa Coho",-0.0138165464146829,"Coho","Washington Coast Coho","Willapa Coho"
"321","Coho_Washington Coast Coho_Wishkah Coho",-0.0539491900045921,"Coho","Washington Coast Coho","Wishkah Coho"
"322","Coho_Washington Coast Coho_Wynoochee Coho",-0.0156938690660901,"Coho","Washington Coast Coho","Wynoochee Coho"
"323","Pink_Odd-year Pink_Dosewallips Pink-",0.0670085462712485,"Pink","Odd-year Pink","Dosewallips Pink-"
"324","Pink_Odd-year Pink_Duckabush Pink-",0.0767342462285488,"Pink","Odd-year Pink","Duckabush Pink-"
"325","Pink_Odd-year Pink_Hamma Hamma Pink-",0.0634700284924894,"Pink","Odd-year Pink","Hamma Hamma Pink-"
"326","Pink_Odd-year Pink_Lower Dungeness Pink-",0.191335646490679,"Pink","Odd-year Pink","Lower Dungeness Pink-"
"327","Pink_Odd-year Pink_Puyallup Pink-",0.19778884204522,"Pink","Odd-year Pink","Puyallup Pink-"
"328","Pink_Odd-year Pink_Skagit Pink-",0.0126958180518819,"Pink","Odd-year Pink","Skagit Pink-"
"329","Pink_Odd-year Pink_Snohomish Odd-Year Pink-",0.0289549359696298,"Pink","Odd-year Pink","Snohomish Odd-Year Pink-"
"330","Pink_Odd-year Pink_Stillaguamish Pink-",-0.0585983818968986,"Pink","Odd-year Pink","Stillaguamish Pink-"
"331","Pink_Odd-year Pink_Upper Dungeness Pink-",0.0895093086243751,"Pink","Odd-year Pink","Upper Dungeness Pink-"
"332","Sockeye_Baker River Sockeye_Baker Sockeye-",0.0684729646653881,"Sockeye","Baker River Sockeye","Baker Sockeye-"
"333","Sockeye_Big Bear Creek (provisional) Sockeye_Lake Washington/Sammamish Tribs Sockeye-",-0.123324377178593,"Sockeye","Big Bear Creek (provisional) Sockeye","Lake Washington/Sammamish Tribs Sockeye-"
"334","Sockeye_Lake Pleasant Sockeye_Lake Pleasant Sockeye-",0.00111300859669423,"Sockeye","Lake Pleasant Sockeye","Lake Pleasant Sockeye-"
"335","Sockeye_Lake Wenatchee Sockeye_Wenatchee Sockeye-",0.0776353073762378,"Sockeye","Lake Wenatchee Sockeye","Wenatchee Sockeye-"
"336","Sockeye_Okanogan River Sockeye_Okanogan Sockeye-",0.122771138833424,"Sockeye","Okanogan River Sockeye","Okanogan Sockeye-"
"337","Sockeye_Ozette Lake Sockeye Salmon ESU_Sockeye Salmon (Ozette Lake ESU) - Ozette Lake",0.0507887096894837,"Sockeye","Ozette Lake Sockeye Salmon ESU","Sockeye Salmon (Ozette Lake ESU) - Ozette Lake"
"338","Sockeye_Quinault Lake Sockeye_Quinault Sockeye-",-0.0095383652938394,"Sockeye","Quinault Lake Sockeye","Quinault Sockeye-"
"339","Sockeye_Snake River Sockeye Salmon ESU_Redfish Lake Sockeye",0.120740688466478,"Sockeye","Snake River Sockeye Salmon ESU","Redfish Lake Sockeye"
"340","Steelhead_California Central Valley Steelhead_americanriv.sthd",-0.0609365514198413,"Steelhead","California Central Valley Steelhead","americanriv.sthd"
"341","Steelhead_California Central Valley Steelhead_clearcrk.sthd",0.061289391492356,"Steelhead","California Central Valley Steelhead","clearcrk.sthd"
"342","Steelhead_California Central Valley Steelhead_mokelumneriv.sthd",0.053647130970013,"Steelhead","California Central Valley Steelhead","mokelumneriv.sthd"
"343","Steelhead_California Central Valley Steelhead_stanislausriv.sthd",0.14671815134074,"Steelhead","California Central Valley Steelhead","stanislausriv.sthd"
"344","Steelhead_California Central Valley Steelhead_yubariv.sthd",0.0525854210908412,"Steelhead","California Central Valley Steelhead","yubariv.sthd"
"345","Steelhead_Central California Coast steelhead_scottcrk",-0.0526476229330384,"Steelhead","Central California Coast steelhead","scottcrk"
"346","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Clackamas River Winter-run",0.0524638500081704,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Clackamas River Winter-run"
"347","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Coweeman River Winter-run",0.033774824832178,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Coweeman River Winter-run"
"348","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - East Fork Lewis River Summer-run",0.0514288931893953,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - East Fork Lewis River Summer-run"
"349","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - East Fork Lewis River Winter-run",0.0481286113456647,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - East Fork Lewis River Winter-run"
"350","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Kalama River Summer-run",0.00882821503437321,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Kalama River Summer-run"
"351","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Kalama River Winter-run",-0.0202483334115097,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Kalama River Winter-run"
"352","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - North Fork Toutle River Winter-run",0.0167551123822839,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - North Fork Toutle River Winter-run"
"353","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - South Fork Toutle River Winter-run",0.00527295929351069,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - South Fork Toutle River Winter-run"
"354","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Tilton River Winter-run",-0.0437674423610471,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Tilton River Winter-run"
"355","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Upper Cowlitz River Winter-run",0.0447247653250207,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Upper Cowlitz River Winter-run"
"356","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Upper Gorge Tributaries Winter-run",-0.0550485613385667,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Upper Gorge Tributaries Winter-run"
"357","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Washougal River Summer-run",0.0685818762121727,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Washougal River Summer-run"
"358","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Washougal River Winter-run",0.0292137633202375,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Washougal River Winter-run"
"359","Steelhead_Lower Columbia River Steelhead DPS_Steelhead (Lower Columbia River DPS) - Wind River Summer-run",0.00917890661507603,"Steelhead","Lower Columbia River Steelhead DPS","Steelhead (Lower Columbia River DPS) - Wind River Summer-run"
"360","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Deschutes River - eastside",-0.100957089749537,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Deschutes River - eastside"
"361","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Deschutes River - westside",-0.00790556896397428,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Deschutes River - westside"
"362","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run",-0.0287996161636917,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run"
"363","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries",-0.014051522660038,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries"
"364","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem",0.0093121680998779,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem"
"365","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Klickitat River",0.00331173948558914,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Klickitat River"
"366","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Middle Fork John Day River",0.0749815822675812,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Middle Fork John Day River"
"367","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Naches River",0.0466885569148318,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Naches River"
"368","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - North Fork John Day River",-0.00930570161607724,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - North Fork John Day River"
"369","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Rock Creek",0.0889686593142359,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Rock Creek"
"370","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Satus Creek",0.0321886765317405,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Satus Creek"
"371","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - South Fork John Day River",0.0823083350426368,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - South Fork John Day River"
"372","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Toppenish Creek",-0.000553538754941424,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Toppenish Creek"
"373","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Touchet River",-0.0236894868351947,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Touchet River"
"374","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Umatilla River",0.00120914525553901,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Umatilla River"
"375","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Walla Walla River",-0.00936421909542838,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Walla Walla River"
"376","Steelhead_Middle Columbia River Steelhead DPS_Steelhead (Middle Columbia River DPS) - Yakima River upper mainstem",0.083281667992845,"Steelhead","Middle Columbia River Steelhead DPS","Steelhead (Middle Columbia River DPS) - Yakima River upper mainstem"
"377","Steelhead_Northern California steelhead_casparcrk",-0.0752275018526931,"Steelhead","Northern California steelhead","casparcrk"
"378","Steelhead_Northern California steelhead_freshwtrcrk",-0.00198634169204974,"Steelhead","Northern California steelhead","freshwtrcrk"
"379","Steelhead_Northern California steelhead_littleriv",-0.0785513446868017,"Steelhead","Northern California steelhead","littleriv"
"380","Steelhead_Northern California steelhead_mattoleriv",-0.0324191759246925,"Steelhead","Northern California steelhead","mattoleriv"
"381","Steelhead_Northern California steelhead_mfeelriv",-0.0146268254622393,"Steelhead","Northern California steelhead","mfeelriv"
"382","Steelhead_Northern California steelhead_noyoriv",0.0344529928184332,"Steelhead","Northern California steelhead","noyoriv"
"383","Steelhead_Northern California steelhead_puddingcrk",-0.0872072679062037,"Steelhead","Northern California steelhead","puddingcrk"
"384","Steelhead_Northern California steelhead_redwoodcrk",0.00960639875021239,"Steelhead","Northern California steelhead","redwoodcrk"
"385","Steelhead_Northern California steelhead_sfnoyoriv",0.00630224049167767,"Steelhead","Northern California steelhead","sfnoyoriv"
"386","Steelhead_Northern California steelhead_vanarsdale",-0.0786407237217892,"Steelhead","Northern California steelhead","vanarsdale"
"387","Steelhead_Olympic Peninsula Steelhead_Calawah Winter Steelhead",-0.0280905524553177,"Steelhead","Olympic Peninsula Steelhead","Calawah Winter Steelhead"
"388","Steelhead_Olympic Peninsula Steelhead_Clallam River",-0.0248540565216433,"Steelhead","Olympic Peninsula Steelhead","Clallam River"
"389","Steelhead_Olympic Peninsula Steelhead_Deep Creek",-0.0278015475528369,"Steelhead","Olympic Peninsula Steelhead","Deep Creek"
"390","Steelhead_Olympic Peninsula Steelhead_Dickey Winter Steelhead",-0.0260977959623293,"Steelhead","Olympic Peninsula Steelhead","Dickey Winter Steelhead"
"391","Steelhead_Olympic Peninsula Steelhead_East Twin River",-0.0223981668564683,"Steelhead","Olympic Peninsula Steelhead","East Twin River"
"392","Steelhead_Olympic Peninsula Steelhead_Goodman Creek Winter Steelhead",-0.0490197973782096,"Steelhead","Olympic Peninsula Steelhead","Goodman Creek Winter Steelhead"
"393","Steelhead_Olympic Peninsula Steelhead_Hoh Winter Steelhead",-0.00330673817947203,"Steelhead","Olympic Peninsula Steelhead","Hoh Winter Steelhead"
"394","Steelhead_Olympic Peninsula Steelhead_Hoko / Little Rivers",-0.0276962766097062,"Steelhead","Olympic Peninsula Steelhead","Hoko / Little Rivers"
"395","Steelhead_Olympic Peninsula Steelhead_Pysht / SF Pysht rivers",-0.0250180648168302,"Steelhead","Olympic Peninsula Steelhead","Pysht / SF Pysht rivers"
"396","Steelhead_Olympic Peninsula Steelhead_Queets Winter Steelhead (incl. Clearwater)",-0.00366300602487839,"Steelhead","Olympic Peninsula Steelhead","Queets Winter Steelhead (incl. Clearwater)"
"397","Steelhead_Olympic Peninsula Steelhead_Quillayute-Bogachiel Winter Steelhead",-0.0355163862125801,"Steelhead","Olympic Peninsula Steelhead","Quillayute-Bogachiel Winter Steelhead"
"398","Steelhead_Olympic Peninsula Steelhead_Quinault Winter Steelhead",-0.0013543117025487,"Steelhead","Olympic Peninsula Steelhead","Quinault Winter Steelhead"
"399","Steelhead_Olympic Peninsula Steelhead_Salt Creek and Tributaries",-0.0519259824399262,"Steelhead","Olympic Peninsula Steelhead","Salt Creek and Tributaries"
"400","Steelhead_Olympic Peninsula Steelhead_Sol Duc Winter Steelhead",-0.0350164129669276,"Steelhead","Olympic Peninsula Steelhead","Sol Duc Winter Steelhead"
"401","Steelhead_Olympic Peninsula Steelhead_West Twin River",-0.0385083917976762,"Steelhead","Olympic Peninsula Steelhead","West Twin River"
"402","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Cedar River",-0.202057826264787,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Cedar River"
"403","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries",0.050640620813567,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries"
"404","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Green River",-0.0477092262609183,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Green River"
"405","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Nisqually River",0.027659980738838,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Nisqually River"
"406","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Pilchuck River",-0.0298178682670374,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Pilchuck River"
"407","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Puyallup River",-0.00269241770757038,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Puyallup River"
"408","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Puyallup River-Carbon River",-0.00658183661079338,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Puyallup River-Carbon River"
"409","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Samish River & Bellingham Bay Tributaries",0.015721805901329,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Samish River & Bellingham Bay Tributaries"
"410","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Skagit River",0.000599266402225372,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Skagit River"
"411","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Skokomish River",0.0572428268017007,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Skokomish River"
"412","Steelhead_Puget Sound Steelhead DPS_Steelhead (Puget Sound DPS) - Snohomish & Skykomish River",-0.0784341320751426,"Steelhead","Puget Sound Steelhead DPS","Steelhead (Puget Sound DPS) - Snohomish & Skykomish River"
