"","name","ESU","trend","Species.x","pop","Number","Species.y","DPS_short","DPS_WCR","Status","Region","Domain","abn_type","org","shape","col","pos","X","run","shape_run"
"137","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_shastariv.chinook.fall","Up. Klamath - Trinity River Chinook",0.040445877983858,"Chinook","klamathriv",15,"Chinook","Up. Klamath - Trinity River","Chinook Salmon (Upper Klamath and Trinity Rivers)","U","CA","CA","abs","U:Chinook:Up. Klamath - Trinity River",1,"#1B9E77",1,137,"late",1
"138","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_southforktrinity.chinook.fall","Up. Klamath - Trinity River Chinook",-0.098407621385158,"Chinook","klamathriv",15,"Chinook","Up. Klamath - Trinity River","Chinook Salmon (Upper Klamath and Trinity Rivers)","U","CA","CA","abs","U:Chinook:Up. Klamath - Trinity River",1,"#1B9E77",0,138,"late",1
"139","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_upperklamath.chinook.fall","Up. Klamath - Trinity River Chinook",0.0239462964562078,"Chinook","klamathriv",15,"Chinook","Up. Klamath - Trinity River","Chinook Salmon (Upper Klamath and Trinity Rivers)","U","CA","CA","abs","U:Chinook:Up. Klamath - Trinity River",1,"#1B9E77",1,139,"late",1
"140","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_uppertrinity.chinook.fall","Up. Klamath - Trinity River Chinook",-0.0381185469325276,"Chinook","klamathriv",15,"Chinook","Up. Klamath - Trinity River","Chinook Salmon (Upper Klamath and Trinity Rivers)","U","CA","CA","abs","U:Chinook:Up. Klamath - Trinity River",1,"#1B9E77",0,140,"late",1
"141","Chinook_Up. Klamath - Trinity River Chinook_klamathriv_uppertrinity.chinook.spring","Up. Klamath - Trinity River Chinook",-0.0522972139981397,"Chinook","klamathriv",15,"Chinook","Up. Klamath - Trinity River","Chinook Salmon (Upper Klamath and Trinity Rivers)","U","CA","CA","abs","U:Chinook:Up. Klamath - Trinity River",1,"#1B9E77",0,141,"early",19
"142","Chinook_Upper Columbia River Spring-run Chinook Salmon ESU_Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River","Upper Columbia River Spring-run Chinook Salmon ESU",0.0343981452590576,"Chinook","Chinook Salmon (Upper Columbia River Spring-run ESU) - Entiat River",2,"Chinook","Upper Columbia River Spring Run","Chinook Salmon (Upper Columbia River ESU) ","E","PNW","IC","abs","E:Chinook:Upper Columbia River Spring Run",19,"#1B9E77",1,142,"early",19
"143","Chinook_Upper Columbia River Spring-run Chinook Salmon ESU_Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River","Upper Columbia River Spring-run Chinook Salmon ESU",0.0581808663040675,"Chinook","Chinook Salmon (Upper Columbia River Spring-run ESU) - Methow River",2,"Chinook","Upper Columbia River Spring Run","Chinook Salmon (Upper Columbia River ESU) ","E","PNW","IC","abs","E:Chinook:Upper Columbia River Spring Run",19,"#1B9E77",1,143,"early",19
"144","Chinook_Upper Columbia River Spring-run Chinook Salmon ESU_Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River","Upper Columbia River Spring-run Chinook Salmon ESU",0.0646969112135195,"Chinook","Chinook Salmon (Upper Columbia River Spring-run ESU) - Wenatchee River",2,"Chinook","Upper Columbia River Spring Run","Chinook Salmon (Upper Columbia River ESU) ","E","PNW","IC","abs","E:Chinook:Upper Columbia River Spring Run",19,"#1B9E77",1,144,"early",19
"145","Chinook_Upper Columbia River Summer and Fall Run Chinook_Big White Salmon River Late Fall (Bright) Chinook-","Upper Columbia River Summer and Fall Run Chinook",0.0279536506035998,"Chinook","Big White Salmon River Late Fall (Bright) Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",1,145,"late",1
"146","Chinook_Upper Columbia River Summer and Fall Run Chinook_Hanford Reach Fall Chinook-","Upper Columbia River Summer and Fall Run Chinook",0.0309723109505077,"Chinook","Hanford Reach Fall Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",1,146,"late",1
"147","Chinook_Upper Columbia River Summer and Fall Run Chinook_Klickitat Fall (Tule) Chinook-","Upper Columbia River Summer and Fall Run Chinook",-0.158004185291505,"Chinook","Klickitat Fall (Tule) Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",0,147,"late",1
"148","Chinook_Upper Columbia River Summer and Fall Run Chinook_Klickitat Late Fall (Bright) Chinook-","Upper Columbia River Summer and Fall Run Chinook",-0.0422862810079018,"Chinook","Klickitat Late Fall (Bright) Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",0,148,"late",1
"149","Chinook_Upper Columbia River Summer and Fall Run Chinook_Lake Chelan Summer Chinook-","Upper Columbia River Summer and Fall Run Chinook",-0.0876037752100616,"Chinook","Lake Chelan Summer Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",0,149,"early",19
"150","Chinook_Upper Columbia River Summer and Fall Run Chinook_Methow Summer Chinook-","Upper Columbia River Summer and Fall Run Chinook",0.00821465786067034,"Chinook","Methow Summer Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",1,150,"early",19
"151","Chinook_Upper Columbia River Summer and Fall Run Chinook_Okanogan Summer Chinook-","Upper Columbia River Summer and Fall Run Chinook",0.000629546887356516,"Chinook","Okanogan Summer Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",1,151,"early",19
"152","Chinook_Upper Columbia River Summer and Fall Run Chinook_Upper Gorge (Columbia) Late Fall (Bright) Chinook-Little White Salmon River (Drano) Late Fall (Bright) Chinook","Upper Columbia River Summer and Fall Run Chinook",0.0981987890421086,"Chinook","Upper Gorge (Columbia) Late Fall (Bright) Chinook-Little White Salmon River (Drano) Late Fall (Bright) Chinook",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",1,152,"late",1
"153","Chinook_Upper Columbia River Summer and Fall Run Chinook_Upper Gorge (Columbia) Late Fall (Bright) Chinook-Wind River Late Fall (Bright) Chinook","Upper Columbia River Summer and Fall Run Chinook",0.155625592201419,"Chinook","Upper Gorge (Columbia) Late Fall (Bright) Chinook-Wind River Late Fall (Bright) Chinook",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",1,153,"late",1
"154","Chinook_Upper Columbia River Summer and Fall Run Chinook_Wenatchee Summer Chinook-","Upper Columbia River Summer and Fall Run Chinook",-0.0221454069374748,"Chinook","Wenatchee Summer Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",0,154,"early",19
"155","Chinook_Upper Columbia River Summer and Fall Run Chinook_Yakima River Bright Fall Chinook-","Upper Columbia River Summer and Fall Run Chinook",-0.03689848183752,"Chinook","Yakima River Bright Fall Chinook-",16,"Chinook","Upper Columbia River Summer and Fall Run","Chinook Salmon (Upper-Columbia River Summer-fall-Run)","U","PNW","IC","abs","U:Chinook:Upper Columbia River Summer and Fall Run",1,"#1B9E77",0,155,"late",1
"156","Chinook_Upper Willamette River Chinook Salmon ESU_Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",-0.00561495686617615,"Chinook","Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc",9,"Chinook","Upper Willamette River","Chinook Salmon (Upper Willamette River ESU) ","T","PNW","LC","abs","T:Chinook:Upper Willamette River",19,"#1B9E77",0,156,"early",19
"157","Chinook_Washington Coast Chinook_Bear River Fall Chinook-","Washington Coast Chinook",-0.0484669166445306,"Chinook","Bear River Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,157,"late",1
"158","Chinook_Washington Coast Chinook_Calawah Fall Chinook-","Washington Coast Chinook",-0.00359201782757193,"Chinook","Calawah Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,158,"late",1
"159","Chinook_Washington Coast Chinook_Calawah Summer Chinook-","Washington Coast Chinook",0.0144511640629162,"Chinook","Calawah Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,159,"early",19
"160","Chinook_Washington Coast Chinook_Chehalis Fall Chinook-","Washington Coast Chinook",0.0044074077176904,"Chinook","Chehalis Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,160,"late",1
"161","Chinook_Washington Coast Chinook_Chehalis Spring Chinook-","Washington Coast Chinook",-0.0397094754527727,"Chinook","Chehalis Spring Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,161,"early",19
"162","Chinook_Washington Coast Chinook_Clearwater Fall Chinook-","Washington Coast Chinook",-0.000266586674809973,"Chinook","Clearwater Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,162,"late",1
"163","Chinook_Washington Coast Chinook_Clearwater Spring/Summer Chinook-","Washington Coast Chinook",0.0659140890839943,"Chinook","Clearwater Spring/Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,163,"early",19
"164","Chinook_Washington Coast Chinook_Cook Creek Fall Chinook-","Washington Coast Chinook",0.012680761018643,"Chinook","Cook Creek Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,164,"late",1
"165","Chinook_Washington Coast Chinook_Dickey Fall Chinook-","Washington Coast Chinook",0.0285379208813671,"Chinook","Dickey Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,165,"late",1
"166","Chinook_Washington Coast Chinook_Hoh Fall Chinook-","Washington Coast Chinook",-0.0179912924990905,"Chinook","Hoh Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,166,"late",1
"167","Chinook_Washington Coast Chinook_Hoh Spring/Summer Chinook-","Washington Coast Chinook",-0.0118708899750688,"Chinook","Hoh Spring/Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,167,"early",19
"168","Chinook_Washington Coast Chinook_Hoko Fall Chinook-","Washington Coast Chinook",0.0138358401275582,"Chinook","Hoko Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,168,"late",1
"169","Chinook_Washington Coast Chinook_Hoquiam Fall Chinook-","Washington Coast Chinook",-0.052260541580608,"Chinook","Hoquiam Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,169,"late",1
"170","Chinook_Washington Coast Chinook_Humptulips Fall Chinook-","Washington Coast Chinook",0.0290946516040632,"Chinook","Humptulips Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,170,"late",1
"171","Chinook_Washington Coast Chinook_Naselle Fall Chinook-","Washington Coast Chinook",-0.0231358546988326,"Chinook","Naselle Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,171,"late",1
"172","Chinook_Washington Coast Chinook_Nemah Fall Chinook-","Washington Coast Chinook",0.110996464310673,"Chinook","Nemah Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,172,"late",1
"173","Chinook_Washington Coast Chinook_North River/Smith Creek Fall Chinook-","Washington Coast Chinook",-0.0492605088732632,"Chinook","North River/Smith Creek Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,173,"late",1
"174","Chinook_Washington Coast Chinook_Palix Fall Chinook-","Washington Coast Chinook",0.097549480088579,"Chinook","Palix Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,174,"late",1
"175","Chinook_Washington Coast Chinook_Queets Fall Chinook-","Washington Coast Chinook",-0.00514766121406098,"Chinook","Queets Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,175,"late",1
"176","Chinook_Washington Coast Chinook_Queets Spring/Summer Chinook-","Washington Coast Chinook",-0.00642272712988463,"Chinook","Queets Spring/Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,176,"early",19
"177","Chinook_Washington Coast Chinook_Quillayute/Bogachiel Fall Chinook-","Washington Coast Chinook",-0.0131101791030734,"Chinook","Quillayute/Bogachiel Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,177,"late",1
"178","Chinook_Washington Coast Chinook_Quillayute/Bogachiel Summer Chinook-","Washington Coast Chinook",0.00673829562253826,"Chinook","Quillayute/Bogachiel Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,178,"early",19
"179","Chinook_Washington Coast Chinook_Quinault Fall Chinook-","Washington Coast Chinook",-0.0133014047767316,"Chinook","Quinault Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,179,"late",1
"180","Chinook_Washington Coast Chinook_Quinault Spring/Summer Chinook-","Washington Coast Chinook",-0.0346691539242229,"Chinook","Quinault Spring/Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,180,"early",19
"181","Chinook_Washington Coast Chinook_Satsop Fall Chinook-","Washington Coast Chinook",0.000415546308217175,"Chinook","Satsop Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,181,"late",1
"182","Chinook_Washington Coast Chinook_Satsop Summer Chinook-","Washington Coast Chinook",-0.0172025741440206,"Chinook","Satsop Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,182,"early",19
"183","Chinook_Washington Coast Chinook_Sol Duc Fall Chinook-","Washington Coast Chinook",-0.0121281770280275,"Chinook","Sol Duc Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,183,"late",1
"184","Chinook_Washington Coast Chinook_Sol Duc Summer Chinook-","Washington Coast Chinook",-0.0126095382268062,"Chinook","Sol Duc Summer Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,184,"early",19
"185","Chinook_Washington Coast Chinook_Willapa Fall Chinook-","Washington Coast Chinook",0.0242329641096596,"Chinook","Willapa Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",1,185,"late",1
"186","Chinook_Washington Coast Chinook_Wishkah Fall Chinook-","Washington Coast Chinook",-0.0266645659127568,"Chinook","Wishkah Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,186,"late",1
"187","Chinook_Washington Coast Chinook_Wynoochee Fall Chinook-","Washington Coast Chinook",-0.000881082762901986,"Chinook","Wynoochee Fall Chinook-",17,"Chinook","Washington Coast","Chinook Salmon (Washington Coast)","U","PNW","NC","abs","U:Chinook:Washington Coast",1,"#1B9E77",0,187,"late",1
